"CSP","Account/Subscription name","Subscription ID","Resource type","VM  Name","OS Type","VM status","Private IP address","Public IP Address","Login user name","Region","Subnet name","VNET ID","VM LaunchTime","VM Specs","Owner email ID","timestamp"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDDD6-6","Windows","Succeeded","10.181.194.152","","vdiadmin","centralindia","10.181.194.128/25","TechM-WVD-Common-Support-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDMS2-9","Windows","Succeeded","10.181.194.138","","vdiadmin","centralindia","10.181.194.128/25","TechM-WVD-Common-Support-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDDD6-5","Windows","Succeeded","10.181.194.148","","vdiadmin","centralindia","10.181.194.128/25","TechM-WVD-Common-Support-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDMS0-5","Windows","Succeeded","10.181.192.15","","vdiadmin","centralindia","10.181.192.0/23","","","Standard_D8s_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDMS15-0","Windows","Succeeded","10.181.194.157","","vdiadmin","centralindia","10.181.194.128/25","TechM-WVD-Common-Support-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDMS0-1","Windows","Succeeded","10.181.192.9","","vdiadmin","centralindia","10.181.192.0/23","AZINDWVDDD01-nsg","","Standard_D8s_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDDD6-2","Windows","Succeeded","10.181.194.151","","vdiadmin","centralindia","10.181.194.128/25","TechM-WVD-Common-Support-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDMS0-9","Windows","Succeeded","10.181.192.23","","vdiadmin","centralindia","10.181.192.0/23","WVD-Training-Subnet-NSG","","Standard_D8s_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDDD6-3","Windows","Succeeded","10.181.194.149","","vdiadmin","centralindia","10.181.194.128/25","TechM-WVD-Common-Support-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDMS20-0","Windows","Succeeded","10.181.194.136","","vdiadmin","centralindia","10.181.194.128/25","TechM-WVD-Common-Support-NSG","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TECHM-WVD","7a28e5d2-7f09-4419-ae7b-6e201d00ee71","VM-List","AZINVDMS15-4","Windows","Succeeded","10.181.194.161","","vdiadmin","centralindia","10.181.194.128/25","TechM-WVD-Common-Support-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","CIO-TIM-CyberSecurity","3d2bded2-3c90-461f-bd48-32383661d043","VM-List","AVM-Rsyslog-VM004","Linux","Succeeded","10.181.3.71","","","centralindia","10.181.3.64/27","AVM-Rsyslog-VM001-nsg","","Standard_D2as_v5","","2023-07-17T06:52:23"
"Azure","CIO-TIM-CyberSecurity","3d2bded2-3c90-461f-bd48-32383661d043","VM-List","AVM-Rsyslog-VM003","Linux","Succeeded","10.181.3.70","","","centralindia","10.181.3.64/27","AVM-Rsyslog-VM001-nsg","","Standard_D2as_v5","","2023-07-17T06:52:23"
"Azure","CIO-TIM-CyberSecurity","3d2bded2-3c90-461f-bd48-32383661d043","VM-List","AVM-Rsyslog-VM001","Linux","Succeeded","10.181.3.68","","","centralindia","10.181.3.64/27","AVM-Rsyslog-VM001-nsg","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","CIO-TIM-CyberSecurity","3d2bded2-3c90-461f-bd48-32383661d043","VM-List","AVM-Rsyslog-VM002","Linux","Succeeded","10.181.3.69","","","centralindia","10.181.3.64/27","AVM-Rsyslog-VM001-nsg","","Standard_D2as_v5","","2023-07-17T06:52:23"
"Azure","CIO-TIM-CyberSecurity","3d2bded2-3c90-461f-bd48-32383661d043","VM-List","AVM-Rsyslog-VM005","Windows","Succeeded","10.181.3.74","","Adminuser11","centralindia","10.181.3.64/27","AVM-Rsyslog-VM005-nsg","","Standard_D8ads_v5","","2023-07-17T06:52:23"
"Azure","CIO-TIM-CyberSecurity","3d2bded2-3c90-461f-bd48-32383661d043","VM-List","AVM-Rsyslog-TestVM","Linux","Succeeded","10.181.3.75","","clouduser","centralindia","10.181.3.64/27","TIM-Cybersecurity-NSG-Lin","","Standard_A4_v2","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-INCSUSEPXY-01","Linux","Succeeded","10.181.0.47","","","centralindia","10.181.0.0/25","incsusepxy01-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-SCCM","Windows","Succeeded","10.181.0.31","","","centralindia","10.181.0.0/25","AVM-SCCM-NSG","","Standard_F8s_v2","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-RSyslog-004","Linux","Succeeded","10.181.0.14","20.235.98.6","","centralindia","10.181.0.0/25","AVM-RSyslog-001-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-RSyslog-001","Linux","Succeeded","10.181.0.25","20.204.8.254","","centralindia","10.181.0.0/25","AVM-RSyslog-001-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVMTMDC-SIN-002","Windows","Succeeded","10.185.15.5","","Clouduser","southindia","10.185.15.0/27","AVMTMDC-SI-NSG","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVMTMDC-SIN-001","Windows","Succeeded","10.185.15.4","","Clouduser","southindia","10.185.15.0/27","AVMTMDC-SI-NSG","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-ISG001","Windows","Succeeded","10.181.0.180","","techmadmin","centralindia","10.181.0.176/28","AVM-ISG001-NSG","","Standard_F2s_v2","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-SIN-SCCM","Windows","Succeeded","10.185.15.7","","Clouduser","southindia","10.185.15.0/27","AVM-SIN-SCCM-NSG","","Standard_F8s_v2","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-proxy-Connector-02","Windows","Succeeded","10.181.0.10","","clouduser","centralindia","10.181.0.0/25","AVMGATEWAY-SERVER-nsg","","Standard_D4lds_v5","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-TM-DC-002","Windows","Succeeded","10.181.0.5","","Clouduser","centralindia","10.181.0.0/25","AVMTMDC-NSG","","Standard_F8s_v2","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-TENABLE-SCANNER-01","Linux","Succeeded","10.181.0.9","","clouduser","centralindia","10.181.0.0/25","AVM-TENABLE-SCANNER-nsg","","Standard_B2ms","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVMTMDC001","Windows","Succeeded","10.181.0.4","","techmadmin","centralindia","10.181.0.0/25","AVMTMDC-NSG","","Standard_D4_v3","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-TENABLE-SCANNER-02","Linux","Succeeded","10.181.0.19","","clouduser","centralindia","10.181.0.0/25","AVM-TENABLE-SCANNER-nsg","","Standard_B2ms","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-TM-DC001","Windows","Succeeded","10.181.0.27","","techmadmin","centralindia","10.181.0.0/25","AVMTMDC-NSG","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-AV-Threat-DAT","Windows","Succeeded","10.181.0.23","","techmadmin","centralindia","10.181.0.0/25","AVM-AV-Threat-DAT-nsg","","Standard_F4s_v2","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-SMTP","Linux","Succeeded","10.181.0.7","","techmadmin","centralindia","10.181.0.0/25","AVM-SMTP-NSG","","Standard_A1_v2","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-RSyslog-003","Linux","Succeeded","10.181.0.13","20.204.166.42","Clouduser","centralindia","10.181.0.0/25","AVM-RSyslog-001-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-ARCCOL01","Windows","Succeeded","10.181.0.6","","clouduser","centralindia","10.181.0.0/25","AVM-ARCCOL-001-nsg","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-ARCCOL02","Windows","Succeeded","10.181.0.11","","clouduser","centralindia","10.181.0.0/25","AVM-ARCCOL-001-nsg","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","TIM-CORP-MGMT","1545889a-7173-4bd2-ad4e-c37f6712f46c","VM-List","AVM-AV-SIN-Threat-DAT","Windows","Succeeded","10.185.15.6","","Clouduser","southindia","10.185.15.0/27","AVM-AV-SIN-Threat-DAT-NSG","","Standard_F4s_v2","","2023-07-17T06:52:23"
"Azure","Pulse Secure Account","011d8396-ad66-425a-a7dc-940ee1e60033","VM-List","AVM-ThoughtSpot-Analytics-01","Linux","Succeeded","10.181.161.69","","thoughtspot_admin","centralindia","10.181.161.64/27","AVM-ThoughtSpot-Analytics-01-nsg","","Standard_E16s_v3","","2023-07-17T06:52:23"
"Azure","Pulse Secure Account","011d8396-ad66-425a-a7dc-940ee1e60033","VM-List","AVM-Pulse-Secure-Account-001","Windows","Succeeded","10.181.161.70","","clouduser","centralindia","10.181.161.64/27","AVM-ThoughtSpot-Analytics-01-nsg","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","EPSELON","011e798c-a2df-4696-a1c3-ad6dbece2727","VM-List","AVM-Epselon-01","Windows","Succeeded","10.181.178.68","","","southeastasia","10.181.178.64/28","AVM-Epselon-01-nsg","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","AVM-tim-corp-rep-snapshotVM","Windows","Succeeded","10.181.3.25","","","centralindia","10.181.3.0/27","TIM-CORP-REPO-NSG","","Standard_D8ads_v5","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","TECHM-DEBIAN11-2022","Linux","Succeeded","10.181.3.12","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","ubuntu22","Linux","Succeeded","10.181.3.6","","monadm","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","TECHM-UBUNTU20-JAN2023-Q2","Linux","Succeeded","10.181.3.7","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","Test-VM","Linux","Succeeded","10.181.3.22","","techmadmin","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_B2ms","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","TECHM-RHEL8-JULY2023-Q1","Linux","Succeeded","10.181.3.9","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","AVM-Ubuntumigration-VM02","Linux","Succeeded","10.181.3.19","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_B2ms","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","AVM-WIN2016-Q4","Windows","Succeeded","10.181.3.4","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-NSG","","Standard_D8as_v5","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","Route-VM","Windows","Succeeded","10.181.3.23","","techmadmin","centralindia","10.181.3.0/27","TIM-CORP-REPO-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
